price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Lộ giới
"5,5 tỷ VNĐ",Đường Quan Thổ 1 phường Hàng Bột, 37m2,"+ Vị trí: nhà căn góc, trung tâm của Đống Đa, đi từ nhà ra mặt phố Tôn Đức Thắng hoặc Hào Nam chỉ mất 1 phút xe máy, 5p đến Lăng Bác, 10p lên Hồ Tây, lên phố cổ,… Tầng 1: Khách, bếp, để xe, vệ sinh ·      + Giá: 5.5 tỷ có thương lượng ",14/05/2022,Tin thường,batdongsan_so_com_vn_1673824193.9573202, 5, 5, 6, 4, 2
"19,5 tỷ VNĐ",Đường Đại La phường Trương Định, 49m2,"Chủ nhà cần bán nhà Mặt phố Đại La , Hai Bà Trưng, diện tích thực tế tầng 1 là 49m2, nhà 5 tầng mới, vỉa hè 2 bên đường rộng rãi, giá 19.5 tỷ. Phố Đại La là 1 đoạn của tuyến đường Vành đai 2, đây là 1 trong những tuyến đường huyết mạch của Hà Nội, nối tiếp Trường Chinh, Minh Khai đã quy hoạch xong, lòng đường 60m, 2 chiều, vỉa hè mỗi bên 6m. Nhà nằm ở vị trí đẹp, rất gần ngã tư Đại La, Minh Khai, Bạch Mai, Trương Định. Phố kinh doanh các Gần các BV lớn: Bạch Mai, Việt Nhật, Việt Pháp, BV Tai Mũi Họng Trung Ương ",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824195.2069743, 4, 5, 4, 5, 40
20 triệu VNĐ,"Sen Trì, Bình Yên, Thạch Thất", 99.8m2,"
    Chính chủ cần tiền bán lô đất 99,8m2 phía sau trường cấp 2 Bình Yên,2 MT- Gần khu công nghệ cao Hoà Lạc- Gần chợ dân sinh- Gần UBND xã Bình Yên- Tuyến 2 tỉnh lộ 420 ( cách 420 100m)- 1,7 km là đến bệnh viện đa khoa Thạch Thất- Đường thông rộng ô tô đỗ cửaVào vốn đầu tư là lãi ngay tức thìLH Mr Hoàng add zalo để biết thêm thông tin và được hỗ trợ đi xem đất miễn phí
 
",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824196.4326956, 5,,,, 5
"8,7 tỷ VNĐ","Đội Cấn, Ba Đình, Hà Nội.", 90m2," Bán nhà mặt ngõ Đội Cấn Ba Đình – 4 tầng – 90m2 – Chỉ 8.7 tỷ. VỊ TRÍ MẶT PHỐ ĐỘI CẤN – TRUNG TÂM QUẬN BA ĐÌNH. NHÀ 4 TẦNG – 90M2 – GIÁ CHƯA ĐẾN 100 TRIỆU/M2.+ Vị trí đẹp, hiếm nhà bán. Xung quanh tiện ích không thiếu gì.+ Vài bước ra mặt phố Đội Cấn.+ Để ở hoặc đầu tư đều đỉnh.+ Chủ nhiệt tình, thiện chí bán.+ Sổ vuông vắn, cực đẹp – pháp lý sạch sẽ - luôn sẵn sàng giao dịch.Khách quan tâm liên hệ Mr Đức: 0857619534. ",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824197.4858792,, 4, 6,,
4 tỷ VNĐ,"Phường Hàng Bột, Đống Đa", 42m2,"CC cần bán nhà cực hiếm  Phố Khâm Thiên, Đống Đa, 42 m2, 5 tầng, MT 5m, nhỉnh 4 tỷ + Chính chủ cần bán nhà Phố Khâm Thiên, Đống Đa, nhà cực thoáng, vài bước ra ô tô đỗ, diện tích 42m2, mặt tiền 5m, nhà 5 tầng. + Nhà Trung tâm quận Đống Đa,  thông phố Tôn Đức Thắng, tiện lợi ra phố Khâm Thiên, ra ngã 5 Ô Chợ Dừa, đi đâu cũng tiện. + Gần chợ, siêu thị tiện ích, bệnh viện, hồ sinh thái, khu vui chơi, giải trí, thuận lợi kinh doanh online, cách trường học các cấp chỉ vài phút đi bộ. + Sổ đỏ đẹp, sẵn sàng giao dịch + Giá thoả thuận + Liên hệ Anh Minh, chuyên nhà đất thổ cư, Đống Đa, Thanh Xuân, sẵn sàng tư vấn miễn phí 24/7. ĐT: 0913 220 691. ",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824198.6567464, 5, 5, 3, 4, 2
7 tỷ VNĐ,Kiến Hưng- Hà Đông, 60m2,"Bán nhà phân lô, vỉa hè, ô tô tránh, Kiến Hưng, Hà Đông, 60m, 5 tầng, dân xây Cần tiền cho con du học nước ngoài nên cần bán gấp nhà đẹp, có vỉa hè rộng kinh doanh, làm văn phòng hay ở rất tốt, đường trước nhà rộng ô tô tránh, thiết kế 5 tầng hiện đại đầy đủ công năng sử dụng. Xung quanh nhà đầy đủ tiện ích gần sân bóng, bể bơi, chợ dân sinh, siêu thị, ngân hàng, trường học các cấp., dân cư đông đúc kinh doanh sầm uất nhất khu vực. Cơ sở hạ tầng, giao thông đồng bộ gần các Khu đô thị lớn Văn Phú, Thanh Hà, Phú Lương, Xa La, di chuyển sang Thanh Trì, Lên trên Văn Quán, hàng xóm của Đa Sỹ. Sổ vuông chính chủ, sẵn sàng giao dịch. Giá: 7 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824199.6530812,, 5,,,
13 tỷ VNĐ,Văn Phú- Hà Đông, 90m2,"Siêu phẩm Liền kề Văn Phú 90m, 5 tầng thang máy, vỉa hè kinh doanh sầm uất, ô tô, dân xây Cần bán nhà đẹp Liền kề Văn Phú gần toà Victora, khu vực sầm uất, ở kết hợp kinh doanh hay làm văn phòng quá đỉnh với 5 tầng thang máy hiện đại, vỉa hè rộng đá bóng, đường trước nhà ô tô tránh. Xung quanh đầy đủ tiện ích gần chợ, trung tâm mua sắm, siêu thị Metro, trường học, ngân hàng, bệnh viện không thiếu,…khu văn minh đáng sống bậc nhất Hà Đông. Giao thông di chuyển ra trục chính Quang Trung sang Lê Trọng Tấn thông ra Văn La, hàng xóm Lý Thường Kiệt,… Sổ vuông chính chủ, sẵn sàng giao dịch. Giá: 13 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824200.7890427,, 5,,,
13 tỷ VNĐ,Văn Phú- Hà Đông, 90m2,"Siêu phẩm Liền kề Văn Phú 90m, 5 tầng thang máy, vỉa hè kinh doanh sầm uất, ô tô, dân xây Cần bán nhà đẹp Liền kề Văn Phú gần toà Victora, khu vực sầm uất, ở kết hợp kinh doanh hay làm văn phòng quá đỉnh với 5 tầng thang máy hiện đại, vỉa hè rộng đá bóng, đường trước nhà ô tô tránh. Xung quanh đầy đủ tiện ích gần chợ, trung tâm mua sắm, siêu thị Metro, trường học, ngân hàng, bệnh viện không thiếu,…khu văn minh đáng sống bậc nhất Hà Đông. Giao thông di chuyển ra trục chính Quang Trung sang Lê Trọng Tấn thông ra Văn La, hàng xóm Lý Thường Kiệt,… Sổ vuông chính chủ, sẵn sàng giao dịch. Giá: 13 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824201.7604437,, 5,,,
7 tỷ VNĐ,Kiến Hưng- Hà Đông, 60m2,"Bán nhà phân lô, vỉa hè, ô tô tránh, Kiến Hưng, Hà Đông, 60m, 5 tầng, dân xây Cần tiền cho con du học nước ngoài nên cần bán gấp nhà đẹp, có vỉa hè rộng kinh doanh, làm văn phòng hay ở rất tốt, đường trước nhà rộng ô tô tránh, thiết kế 5 tầng hiện đại đầy đủ công năng sử dụng. Xung quanh nhà đầy đủ tiện ích gần sân bóng, bể bơi, chợ dân sinh, siêu thị, ngân hàng, trường học các cấp., dân cư đông đúc kinh doanh sầm uất nhất khu vực. Cơ sở hạ tầng, giao thông đồng bộ gần các Khu đô thị lớn Văn Phú, Thanh Hà, Phú Lương, Xa La, di chuyển sang Thanh Trì, Lên trên Văn Quán, hàng xóm của Đa Sỹ. Sổ vuông chính chủ, sẵn sàng giao dịch. Giá: 7 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824203.2434773,, 5,,,
"4,5 tỷ VNĐ",Thanh Bình - Mỗ Lao - Hà Đông, 37m2,"Thiết kế: Nhà xây 4 tầng chắc chắn cửa gỗ, cầu thang gỗ Nhà có 4 phòng ngủ, 3 phòng vệ sinh + 01 phòng khách + 01 phòng thờ tầng 5 + sân phơi Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch Liên hệ: Mr Đức Luyện thổ cư : 0911779569 để được hỗ trợ.",19/05/2022,Tin thường,batdongsan_so_com_vn_1673824204.544997, 3, 4, 4, 3, 2
