price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet
"8,7 tỷ VNĐ",Đường Phố Trạm phường Long Biên, 70m2, 5, 5, 6, 4,"
    + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch ngay.",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807286.8469386, 4
"9,79 tỷ VNĐ",Đường Vạn Bảo phường Liễu Giai, 65m2, 5, 8, 4, 4,"Phân lô Vạn Bảo – Ba Đình 65m2 4T ô tô ở VIP hơn 9 tỷ 0912288365. Căn nhà có 1 không 2 ngay trung tâm quận Ba Đình khu phân lô cán bộ cấp cao của Quân Đội xung quanh toàn cấp Tướng. Gia chủ tự xây nhà đẹp khung cột bê tông 4 tầng như Biệt Thự có gara ô tô, nội thất xịn về ở ngay. Trước nhà ô tô tránh nhau và dừng đỗ ngày đêm. Vị trí ngay gần Liêu Giai, Đào Tấn, Văn Cao tiện ích ngập tràn, dân trí cao, HIẾM NHÀ BÁN. Sổ đỏ chính chủ sẵn sàng giao dịch. Giá bán 9.8 tỷ. LH Call/Zalo Cường Nhà Phố 0912288365. ( Miễn phí xem nhà, hỗ trợ pháp lý, ngân hàng hỗ trợ 70% )",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807288.3987875, 4
60 tỷ VNĐ,Ngõ Gạch Hoàn Kiếm Hà Nội, 80m2, 8,,,," Vị trí : Mặt phố cổ hiếm nhà bán, vị trí cực đẹp, mặt tiền rộng phù hợp với khách dân buôn bán. - Nhà cũ xác định bán đất, bên trong nhà cũ không có gì nhiều để mô tả! - Giao thông kết nối với các tuyến phố: Hàng Đào, Chợ Đồng Xuân, Hàng Giấy, Hàng Chiếu. - Sổ đỏ đẹp, pháp lý chuẩn sẵn sàng giao dịch! Giá 60 tỷ có thương lượng! Alo ngay cho em Miễn TG Quảng Cáo! ",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807289.9975104,
"14,5 tỷ VNĐ",Đường Võ Văn Dũng phường Ô Chợ Dừa, 65m2, 4, 8, 5, 4,"Nhà phố Võ Văn Dũng, Đống Đa, 65m2 x 5T, ô tô kinh doanh, 14.5 tỷ  - Sổ đỏ chính chủ, sang tên ngay. Chuyên thổ cư Hà Nội tài chính từ 1 đến 100 tỷ",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807291.342912, 4
,phố hoàng cầu, 45m2, 5, 3, 4, 5,"BÁN NHÀ QUẬN ĐỐNG ĐA 45m2x4 T 7 TỶ Ô TÔ KD  + Chính chủ cần bán nhà, phố hoàng cầu 45m2 x4 tầng giá 7,2 tỷ nhà đẹp, Nhà ngõ trước sau(2 thoáng vĩnh viễn). + Vị trí tuyệt đẹp, vài bước chân ra ô tô tránh. + Nhà xây 4 tầng đầy đủ công năng. + Thiết kế: - Tầng 1: Phòng khách, bếp, vs. - Tầng 2,3: Mỗi tầng 2 phòng ngủ, vs. - Tầng 4: 1 ngủ, phòng thờ, sân phơi + Sổ đỏ đẹp, nở hậu. +LH: Hoàng Bắc, ĐT: 0377610275- 0913319643, chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807293.1202903,
4 tỷ VNĐ,Đường Định Công Thượng phường Định Công, 60m2, 4, 3, 4, 4,"
    Vị trí: Khu vực trung tâm. 10M ra đến đường Định Công Thượng. Ô tô đỗ lùi tận cửa nhà. Xung Quanh tiện ích ngập Trần gần chợ trường học an sinh tuyệt vời. ",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807295.0781517, 5
6 tỷ VNĐ,"Phố Bạch Mai, Phường Trương Định", 50m2, 4, 6, 4, 4,"- 30m ra mặt phố Bạch Mai, trước nhà ô tô đỗ, tránh, kinh doanh các mặt hàng.- LÃI NGAY SAU CÔNG CHỨNG.- DT: 50M (4.6*10.9m), với tầng 4 Lầu .- Giá chào: 6 tỷ có thương lượng.- Thiết kế 4 tầng.• Tầng 1 thông sàn.• Tầng 2 ,3 mỗi tầng 2 phòng, WC.• Tầng 4 phòng thờ, sân phơi.- Giáo thông rất thuận tiện, đi thẳng phố Bạch Mai lên phố Huế, Hàng Bài, Bờ hồ, phố cổ.- Gần chợ mơ- Gần các trường Đại học Bách Khoa, XD, KTQD, Bệnh viện Bạch Mai...- Miễn trung gian, MG không gọi ạ.- Liên hệ: Nguyễn Dương - 0825920555. Để xem chi tiết.",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807296.7477515, 3
"4,1 tỷ VNĐ",Đường Kiên Thành phường Đặng Xá, 56m2, 4, 5, 4, 4,"

Kiên Thành Gia Lâm ô tô kinh doanh 56m 3 tầng mt 4.2m 4.1 tỷ

+ Vị trí nhà đẹp, khu vực phát triển ngay gần đặc khu hành chính Gia Lâm quận tương lai, đường thảm nhựa ô tô thông các ngả Shophouse Highway 5 Residences (TQ5) Trâu Quỳ, đầu vào Vin Ocean park…

+ Nhà xây 3 tầng đẹp tâm huyết, 3 ngủ.Ô CHỜ THANG MÁY. Khách mua về ở ngay.

+ Sổ đỏ chờ sang tên 
Chuyên gia Hương thổ dân hỗ trợ khách 24/7 A-Z:0904264580.




































+2

",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807298.6524992, 3
6 tỷ VNĐ,"Phó Bạch Mai, Phường Trương Định", 50m2,,,,,"- 30m ra mặt phố Bạch Mai, trước nhà ô tô đỗ, tránh, kinh doanh các mặt hàng.- LÃI NGAY SAU CÔNG CHỨNG.- DT: 50M (4.6*10.9m), với tầng 4 Lầu .- Giá chào: 6 tỷ có thương lượng.- Thiết kế 4 tầng.• Tầng 1 thông sàn.• Tầng 2 ,3 mỗi tầng 2 phòng, WC.• Tầng 4 phòng thờ, sân phơi.- Giáo thông rất thuận tiện, đi thẳng phố Bạch Mai lên phố Huế, Hàng Bài, Bờ hồ, phố cổ.- Gần chợ mơ- Gần các trường Đại học Bách Khoa, XD, KTQD, Bệnh viện Bạch Mai...- Miễn trung gian, MG không gọi ạ.- Liên hệ: Nguyễn Dương - 0825920555. Để xem chi tiết.",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807300.0228317,
7 tỷ VNĐ,Trường Chinnh, 50m2,,, 5,,"Bán nhà Siêu Phẩm Phố Trường Chinh, Đống Đa 50m2x5T, Ô TÔ qua, Nhỉnh 7 Tỷ. + Trung tâm Phố Trường Chinh, gần Ngã Tư Sở, tiện ích vây quanh. Thông sang Đường Láng, Tây Sơn, Nguyễn Trãi. + Vị trí nhà cực đẹp, đường rộng thông thoáng, ô tô ra vào nhà thoải mái. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",21/08/2022,Tin thường,batdongsan_so_com_vn_1673807301.4769425,
